subscriber_id,origin_city,destination_city,eclipse_time,time_zone,latitude,longitude,eclipse_upstream_data,eclipse_downstream_data,app_used,app_category,app_url,make,model,mdn_hash,points_of_interest,see_location
ce651b7f-98bd-43cb-b721-1a0b05cfaec9,Michealview,Little Rock,2024-04-08T13:42:00,CST,34.713026755456816,-92.27915837275441,268,895,YouTube,Video Streaming,N/A,Huawei,Y9s,ca051eaf8b7ae3f7a445c870043dcbc4dc442c77a4e4c31665fed8d3432c56c6,"Little Rock Central High School, William J. Clinton Library, Pinnacle Mountain State Park, River Market District, Big Dam Bridge","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_ce651b7f-98bd-43cb-b721-1a0b05cfaec9.html"", ""See Location"")"
43750f99-acb5-4632-ba7e-035b32afc774,Amyburgh,Dallas,2024-04-08T13:38:00,CST,32.74972143586229,-96.81155668509355,159,244,DoorDash,Food Delivery,https://www.doordash.com/tx/dallas/d/75201,Sony,Xperia Tablet Z,fde73d5e638fa10ce5203ad208076eb2a3a76deee71abc898961f4e0be3af718,"The Sixth Floor Museum, Dallas Arboretum, Reunion Tower, Dallas Zoo, Klyde Warren Park","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_43750f99-acb5-4632-ba7e-035b32afc774.html"", ""See Location"")"
35db400d-2203-452e-b921-20fc228249b4,Wongbury,Dayton,2024-04-08T14:04:00,EST,39.7739237254087,-84.20127351101173,258,418,Instagram,Social Media,N/A,Sony,Xperia Z5,f69efadc6a815f7bdd762c3163c18abd7985e434f3cd2c69662ff710e7a65c93,"National Museum of the USAF, Carillon Historical Park, Dayton Aviation Heritage Park, Boonshoft Museum, Wegerzyn Gardens","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_35db400d-2203-452e-b921-20fc228249b4.html"", ""See Location"")"
d641d3a6-e150-4adb-aef5-4309df517722,Lake Mariaton,Little Rock,2024-04-08T14:02:00,CST,34.713375621478875,-92.25687207015599,58,461,Uber Eats,Food Delivery,https://www.ubereats.com/tx/little rock-75201,LG,K92 5G,910a558f63e61f0ad12f0273361aacd13c516eb970988f57db6f92379a79e7fd,"Little Rock Central High School, William J. Clinton Library, Pinnacle Mountain State Park, River Market District, Big Dam Bridge","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_d641d3a6-e150-4adb-aef5-4309df517722.html"", ""See Location"")"
3f055b30-6367-4eb3-8343-9ac6972a1b2a,Katherinemouth,Dayton,2024-04-08T15:10:00,EST,39.71482112591856,-84.20005695921051,173,712,YouTube,Video Streaming,N/A,LG,Wing 5G,f8974ac0922f375626adb8ef7669d468acc8948902602a4882e727495fd6e1e3,"National Museum of the USAF, Carillon Historical Park, Dayton Aviation Heritage Park, Boonshoft Museum, Wegerzyn Gardens","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_3f055b30-6367-4eb3-8343-9ac6972a1b2a.html"", ""See Location"")"
63466bd5-0bd2-4c5f-9707-c9ee40fccc5a,Bellberg,Dallas,2024-04-08T15:15:00,CST,32.729029768218936,-96.80000584082843,190,386,Instagram,Social Media,N/A,Samsung,Galaxy Z Fold3,25ed250804b68e6865dd05eab4641bda718ece4851cc85762be1c3b9aadaafbc,"The Sixth Floor Museum, Dallas Arboretum, Reunion Tower, Dallas Zoo, Klyde Warren Park","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_63466bd5-0bd2-4c5f-9707-c9ee40fccc5a.html"", ""See Location"")"
1404de0c-9f74-4b0b-8825-8226ede1e3c4,Owensberg,Austin,2024-04-08T13:36:00,CST,30.24224618901018,-97.74185702122469,171,714,Seamless,Food Delivery,https://www.seamless.com/tx/austin/75201,Samsung,Galaxy S21 Ultra,a3ac4c62356eacdad0b2d047542a95057aaa8e2e527a01825674fe482f827973,"Texas State Capitol, Zilker Park, Barton Springs Pool, Mount Bonnell, Lady Bird Lake","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_1404de0c-9f74-4b0b-8825-8226ede1e3c4.html"", ""See Location"")"
29fbb610-8035-4f87-94fd-a18076a204a6,Higginsview,Evansville,2024-04-08T15:12:00,CST,37.95426548175724,-87.60084392108521,184,1423,Snapchat,Social Media,N/A,LG,Stylo 6,6480484141773fa200e86ec8ed1b3ccec29045246e21e4bc4df678b06887e381,"Mesker Park Zoo, Evansville Museum, Angel Mounds, Children's Museum of Evansville, Wesselman Woods Nature Preserve","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_29fbb610-8035-4f87-94fd-a18076a204a6.html"", ""See Location"")"
a307c5ad-da3a-4522-8fd8-5442a2578149,Benderberg,Cape Girardeau,2024-04-08T15:15:00,CST,37.27477790138287,-89.56190899970665,196,503,Twitter,Social Media,N/A,Nokia,Nokia 5.4,1787412d7ef65290ed5394399ae4578c8729864876b8b44bc3a2283757c69622,"Mississippi River, Cape Rock Park, Trail of Tears State Park, Lazy L Safari Park, Cape Girardeau Conservation Nature Center","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_a307c5ad-da3a-4522-8fd8-5442a2578149.html"", ""See Location"")"
ec86b47b-a9f5-4a9f-b26f-730fdad51cc3,Williamsborough,Cleveland,2024-04-08T13:42:00,EST,41.53259524448154,-81.64550589622645,156,1449,Instagram,Social Media,N/A,Xiaomi,Poco X3,83140ab62aa67f20728a7a2929851261317cb4a4cf5ca60e6069dc18872bc2bb,"Rock & Roll Hall of Fame, Cleveland Museum of Art, Cleveland Metroparks Zoo, West Side Market, Cleveland Botanical Garden","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_ec86b47b-a9f5-4a9f-b26f-730fdad51cc3.html"", ""See Location"")"
32f696ce-e269-430d-8725-c60c627c6104,New Alan,Cleveland,2024-04-08T13:52:00,EST,41.49124808409636,-81.72712361515013,213,303,Spotify,Music Streaming,N/A,Google,Pixel 5,07d0352f1f9f1031e8bde8b43b14a7ee6c7a6947dfc614bf1ceca8da6c7b8b38,"Rock & Roll Hall of Fame, Cleveland Museum of Art, Cleveland Metroparks Zoo, West Side Market, Cleveland Botanical Garden","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_32f696ce-e269-430d-8725-c60c627c6104.html"", ""See Location"")"
64177aab-8eb2-47a6-9568-09e204bba718,South Hannah,Dayton,2024-04-08T15:12:00,EST,39.77485918291503,-84.2221893585409,254,1060,Snapchat,Social Media,N/A,Samsung,Galaxy S21,9393f8a34f6c08f8e69470440bc2592dc425f3c8fa1b4dfaaf1a7864e13ace75,"National Museum of the USAF, Carillon Historical Park, Dayton Aviation Heritage Park, Boonshoft Museum, Wegerzyn Gardens","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_64177aab-8eb2-47a6-9568-09e204bba718.html"", ""See Location"")"
21e562ff-50a6-4aa6-b0d0-37ff8819496c,Cherylchester,Waco,2024-04-08T13:38:00,CST,31.578267747060796,-97.17172587507248,253,561,Grubhub,Food Delivery,https://www.grubhub.com/tx/waco/75201,Sony,Xperia 10 III,a1c136afec4055fbb3838bb9b775709aef1becb7d92806944ae518537b4559a3,"Waco Mammoth National Monument, Dr Pepper Museum, Cameron Park Zoo, Texas Ranger Hall of Fame, Magnolia Market","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_21e562ff-50a6-4aa6-b0d0-37ff8819496c.html"", ""See Location"")"
4dc3533b-fa24-44be-9dca-0405f777d387,New Kylie,Cape Girardeau,2024-04-08T15:20:00,CST,37.33583665280787,-89.5199688274798,267,277,Instagram,Social Media,N/A,Nokia,Nokia 2720 Flip,d7229f89df6fe97fb333a2dead407b2c3ee53eef5c6e2f830c769788f58eccb8,"Mississippi River, Cape Rock Park, Trail of Tears State Park, Lazy L Safari Park, Cape Girardeau Conservation Nature Center","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_4dc3533b-fa24-44be-9dca-0405f777d387.html"", ""See Location"")"
23983c40-3ced-4ea7-b6b7-a2a260ab10cd,North Kathleenshire,Dayton,2024-04-08T13:42:00,EST,39.72903963112691,-84.16252062456448,205,742,Postmates,Food Delivery,https://postmates.com/delivery/tx/dayton-75201,Nokia,Nokia 5.4,17389ebe045ad61b12c8f98b788f1537bae984863411c48e0b4c371f6e1973eb,"National Museum of the USAF, Carillon Historical Park, Dayton Aviation Heritage Park, Boonshoft Museum, Wegerzyn Gardens","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_23983c40-3ced-4ea7-b6b7-a2a260ab10cd.html"", ""See Location"")"
af2aa4e9-f14c-4b0b-a632-ce56d1e82074,South Kimberly,Waco,2024-04-08T15:10:00,CST,31.595281029902964,-97.15993619777855,65,203,Twitter,Social Media,N/A,Apple,iPhone SE,54c33304fa313c6830de64b7b566104e64edcfb4a94a3f3976710dff3af020df,"Waco Mammoth National Monument, Dr Pepper Museum, Cameron Park Zoo, Texas Ranger Hall of Fame, Magnolia Market","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_af2aa4e9-f14c-4b0b-a632-ce56d1e82074.html"", ""See Location"")"
ae86ed6b-98fa-478b-abee-9377c2ed4428,Port Andrewland,Carbondale,2024-04-08T15:10:00,CST,37.761682265476445,-89.2008294063335,147,590,Google Maps,Navigation,N/A,Sony,Xperia Z5,56af5ae2fb9b194b9203af1e3f07e9e87dc54c67da1e2e2856e14f1b0d886973,"Giant City State Park, Southern Illinois University, Crab Orchard National Wildlife Refuge, Cedar Lake, Boo Rochman Memorial Park","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_ae86ed6b-98fa-478b-abee-9377c2ed4428.html"", ""See Location"")"
09415172-f822-474a-aff0-7739e9b8960b,North Jennifer,Toledo,2024-04-08T14:00:00,EST,41.6087871466459,-83.58320226323674,55,794,YouTube,Video Streaming,N/A,Sony,Xperia Pro,483931ffbb2a1c88d0378e1cd3ec87e36d47279e893f563e310d82842135a7b6,"Toledo Zoo, Toledo Museum of Art, Oak Openings Preserve, Imagination Station, Wildwood Preserve Metropark","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_09415172-f822-474a-aff0-7739e9b8960b.html"", ""See Location"")"
6cc0b51f-45db-4c2b-b349-911ef4c600aa,Jacksonton,Cleveland,2024-04-08T13:42:00,EST,41.5406109781141,-81.66945920890018,108,1075,Postmates,Food Delivery,https://postmates.com/delivery/tx/cleveland-75201,Google,Pixel Slate,d1b0bfd66bdb6766fefb361538ce5bba675fca5ef951856cac032c948d6c6e3b,"Rock & Roll Hall of Fame, Cleveland Museum of Art, Cleveland Metroparks Zoo, West Side Market, Cleveland Botanical Garden","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_6cc0b51f-45db-4c2b-b349-911ef4c600aa.html"", ""See Location"")"
16bae8a7-86eb-43c4-b882-277df29423af,Port Christine,Dallas,2024-04-08T15:15:00,CST,32.78129355838524,-96.79603424361814,69,614,Snapchat,Social Media,N/A,Apple,iPad Pro,284df52c1bc832ccb6bc45d0c37ebe3a7e2ad2fcf019c91c021fea19b5c96542,"The Sixth Floor Museum, Dallas Arboretum, Reunion Tower, Dallas Zoo, Klyde Warren Park","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_16bae8a7-86eb-43c4-b882-277df29423af.html"", ""See Location"")"
56fb9c04-4dd4-41ee-bdf4-56088b69cf35,Frankshire,Carbondale,2024-04-08T13:52:00,CST,37.77289100388174,-89.22297127388323,212,1140,Google Maps,Navigation,N/A,Samsung,Galaxy Note 20,136b62af1dd1e96ae19b72f493fb2e023e7ad73eaab2169200f73ba23dbb6675,"Giant City State Park, Southern Illinois University, Crab Orchard National Wildlife Refuge, Cedar Lake, Boo Rochman Memorial Park","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_56fb9c04-4dd4-41ee-bdf4-56088b69cf35.html"", ""See Location"")"
b85fbcad-42ac-4072-8a54-797d9826a933,Lake Donna,Cleveland,2024-04-08T15:06:00,EST,41.47577648912293,-81.66646174993842,212,240,Twitter,Social Media,N/A,Sony,Xperia Pro,4334118236611cf90fba600b3b44f15c5a81c701a06f507c29d6e6fc4a1ee329,"Rock & Roll Hall of Fame, Cleveland Museum of Art, Cleveland Metroparks Zoo, West Side Market, Cleveland Botanical Garden","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_b85fbcad-42ac-4072-8a54-797d9826a933.html"", ""See Location"")"
f8ebca29-902d-4119-89e3-f143ee0cf32a,Mistyshire,Dayton,2024-04-08T15:20:00,EST,39.723077622318044,-84.18158670398665,210,275,Uber Eats,Food Delivery,https://www.ubereats.com/tx/dayton-75201,Google,Pixel 6,907c4ce456c7f54f62c167dea44348821268a85b0480caa447fc50874caaaf73,"National Museum of the USAF, Carillon Historical Park, Dayton Aviation Heritage Park, Boonshoft Museum, Wegerzyn Gardens","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_f8ebca29-902d-4119-89e3-f143ee0cf32a.html"", ""See Location"")"
82a58916-43ff-4b9d-ab0d-e614a95c326c,Bellmouth,Cleveland,2024-04-08T14:02:00,EST,41.48434062262958,-81.69069766974877,136,1321,Instagram,Social Media,N/A,LG,V60 ThinQ,7fb08d1ac6f031700bef0e342c96a309a77db7e69b6211066853be08f575524f,"Rock & Roll Hall of Fame, Cleveland Museum of Art, Cleveland Metroparks Zoo, West Side Market, Cleveland Botanical Garden","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_82a58916-43ff-4b9d-ab0d-e614a95c326c.html"", ""See Location"")"
bdbda9c7-ad6b-4090-91d7-f4b25b0cd9e9,North Markville,Evansville,2024-04-08T15:20:00,CST,37.946852911326815,-87.55403739127273,71,1362,Seamless,Food Delivery,https://www.seamless.com/tx/evansville/75201,Sony,Xperia 1 III,eb170ba5003a289a6bc2c45e33e5b87d94a717692662e90ddde75ee10af6b777,"Mesker Park Zoo, Evansville Museum, Angel Mounds, Children's Museum of Evansville, Wesselman Woods Nature Preserve","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_bdbda9c7-ad6b-4090-91d7-f4b25b0cd9e9.html"", ""See Location"")"
967eb546-1127-40a3-b828-f6af6ce365ee,New Patriciaton,Evansville,2024-04-08T15:06:00,CST,37.96664297569392,-87.52670620433236,167,904,Facebook,Social Media,N/A,Huawei,Y9s,0669924678291a427c7b41cae96f40ea33bfb63ae901fcf1a94394bf0ea0bf4c,"Mesker Park Zoo, Evansville Museum, Angel Mounds, Children's Museum of Evansville, Wesselman Woods Nature Preserve","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_967eb546-1127-40a3-b828-f6af6ce365ee.html"", ""See Location"")"
3a70c253-5478-4644-97ae-e68bd7c52d8c,West Aliceville,Cape Girardeau,2024-04-08T13:38:00,CST,37.353182628035675,-89.48829575339111,177,732,Netflix,Video Streaming,N/A,Motorola,One 5G Ace,14102a325c451dfbb6276910dd488c5349867134158e4ca87f8342f0d41fb8fc,"Mississippi River, Cape Rock Park, Trail of Tears State Park, Lazy L Safari Park, Cape Girardeau Conservation Nature Center","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_3a70c253-5478-4644-97ae-e68bd7c52d8c.html"", ""See Location"")"
0a5f7a13-839d-4338-8da6-94196b5e4ff3,Woodsburgh,Carbondale,2024-04-08T14:00:00,CST,37.7429502708476,-89.20644202831637,187,490,Netflix,Video Streaming,N/A,Nokia,Nokia 6.2,fb972ed4de214b7dacf2616e191370acd366f1c0b460bdfbcaf4c3c8c0a7b888,"Giant City State Park, Southern Illinois University, Crab Orchard National Wildlife Refuge, Cedar Lake, Boo Rochman Memorial Park","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_0a5f7a13-839d-4338-8da6-94196b5e4ff3.html"", ""See Location"")"
dcbfdf9a-f179-4981-a9fd-d9857e323f7b,Roseville,Cleveland,2024-04-08T13:50:00,EST,41.475929951506004,-81.66622364826057,236,920,Spotify,Music Streaming,N/A,Apple,iPhone 13 Pro,36cdccd2128897c009cf2f8a17a4923b361d1a56ed7227c1046397543de2b919,"Rock & Roll Hall of Fame, Cleveland Museum of Art, Cleveland Metroparks Zoo, West Side Market, Cleveland Botanical Garden","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_dcbfdf9a-f179-4981-a9fd-d9857e323f7b.html"", ""See Location"")"
66aa8c37-fac8-4c95-a662-8a0fd2493072,North Nicole,Evansville,2024-04-08T15:12:00,CST,37.96941461950921,-87.55661197355522,221,760,DoorDash,Food Delivery,https://www.doordash.com/tx/evansville/d/75201,Xiaomi,Mi 11 Ultra,8307d292b6e77a0a580cdd49558e50fc769d82e81311848f6221428d26982ca5,"Mesker Park Zoo, Evansville Museum, Angel Mounds, Children's Museum of Evansville, Wesselman Woods Nature Preserve","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_66aa8c37-fac8-4c95-a662-8a0fd2493072.html"", ""See Location"")"
785960ac-561e-4d03-afd7-15e8ee022886,Hoodburgh,Cleveland,2024-04-08T14:02:00,EST,41.53659400719649,-81.67188806819917,294,758,Facebook,Social Media,N/A,Huawei,P40 Pro,a7511814640c8f9a75f43bd659451bf494a961b5294371362f6d2799bf6ef07d,"Rock & Roll Hall of Fame, Cleveland Museum of Art, Cleveland Metroparks Zoo, West Side Market, Cleveland Botanical Garden","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_785960ac-561e-4d03-afd7-15e8ee022886.html"", ""See Location"")"
5cfbeaaf-24e3-41a5-89b0-b77c2e8b21d7,Lake Kathyfurt,Dayton,2024-04-08T13:42:00,EST,39.75053640027086,-84.18833605412428,68,1405,Spotify,Music Streaming,N/A,Apple,iPhone 13,ee41704f6036c98af394385e29ae9840916ce3e92e2e616b1198fee599e3fcf6,"National Museum of the USAF, Carillon Historical Park, Dayton Aviation Heritage Park, Boonshoft Museum, Wegerzyn Gardens","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_5cfbeaaf-24e3-41a5-89b0-b77c2e8b21d7.html"", ""See Location"")"
3ed5879b-5dee-4a17-a7be-970917f78295,West Monicamouth,Little Rock,2024-04-08T14:02:00,CST,34.710408471553805,-92.31449248814143,114,1209,DoorDash,Food Delivery,https://www.doordash.com/tx/little rock/d/75201,Google,Pixel 4,3d6b773e0f91fae8b2553c651c880dbc98311ee061066347e9760fdb6e13d433,"Little Rock Central High School, William J. Clinton Library, Pinnacle Mountain State Park, River Market District, Big Dam Bridge","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_3ed5879b-5dee-4a17-a7be-970917f78295.html"", ""See Location"")"
2461baec-3824-483f-a502-fb951f6a7611,Dwaynebury,Little Rock,2024-04-08T15:18:00,CST,34.78619025422389,-92.33263778131412,160,1387,Zoom,Video Conferencing,N/A,LG,K92 5G,0886b6cbc798156ef01556c93271d3b2e084b5f116344248ada6aead58fb1062,"Little Rock Central High School, William J. Clinton Library, Pinnacle Mountain State Park, River Market District, Big Dam Bridge","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_2461baec-3824-483f-a502-fb951f6a7611.html"", ""See Location"")"
8a4ed92e-7d1e-4982-9103-2d0d4e589390,Michelleland,Dallas,2024-04-08T13:36:00,CST,32.729902558652455,-96.74793748326158,233,1141,Uber Eats,Food Delivery,https://www.ubereats.com/tx/dallas-75201,Huawei,P40 Lite,d5d71b9e2d52d387ab96f314f4ce5f1496a03eb30c5e4faac0d59a248be25e12,"The Sixth Floor Museum, Dallas Arboretum, Reunion Tower, Dallas Zoo, Klyde Warren Park","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_8a4ed92e-7d1e-4982-9103-2d0d4e589390.html"", ""See Location"")"
f1d2e8ea-3e69-44b3-bb11-fae296778d03,Port Tammybury,Dallas,2024-04-08T13:38:00,CST,32.816956492325176,-96.76599914764678,79,476,Facebook,Social Media,N/A,Nokia,Nokia 7.2,0cb39df48784bfca81c323a83a159d3cb259335868944dd53198f217d195543f,"The Sixth Floor Museum, Dallas Arboretum, Reunion Tower, Dallas Zoo, Klyde Warren Park","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_f1d2e8ea-3e69-44b3-bb11-fae296778d03.html"", ""See Location"")"
30661cff-68a2-49d0-9d72-95fb8d0ba04d,East Brandonport,Dayton,2024-04-08T15:18:00,EST,39.743957944902505,-84.22129296005949,105,1104,Snapchat,Social Media,N/A,LG,K92 5G,4e6641a2b63054ce02900da041fc6173910edd2f0de672ffc92b93d8772688fc,"National Museum of the USAF, Carillon Historical Park, Dayton Aviation Heritage Park, Boonshoft Museum, Wegerzyn Gardens","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_30661cff-68a2-49d0-9d72-95fb8d0ba04d.html"", ""See Location"")"
e25c04e5-452a-4391-9f70-bb1307064379,East Tracyborough,Indianapolis,2024-04-08T15:10:00,EST,39.723043897908006,-86.20077808813967,242,585,Snapchat,Social Media,N/A,Xiaomi,Poco X3,880fd13bc11015a338a2fe580eb4c4fcac13f454833e347d0c4855cbfb535a4a,"Indianapolis Motor Speedway, Children's Museum of Indianapolis, Indianapolis Zoo, White River State Park, Monument Circle","=HYPERLINK(""C:\Users\venka\Desktop\Solar Eclipse\maps\map_e25c04e5-452a-4391-9f70-bb1307064379.html"", ""See Location"")"
